方形椅,圓形椅,品名,平台,材質,尺寸(寬×深×高cm),椅背高度(cm),椅背體積(cm),椅墊面積(cm),椅墊厚度(cm),椅腳高度(cm),椅腳體積(cm),重量(kg),商品連結,chair_id,無椅背,異常椅背,大椅腳體積,大椅墊
1,0,木餐椅牛角椅子家用桌椅公椅椅久坐靠背椅餐凳子,淘寶,實木,40×45×85,40.0,3600.0,1800.0,3.0,45.0,6750.0,5.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%223e7571078e76e89ae44adaae293ea581%22%7D&id=746141058354&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=7yjC7Vj8srOZ-909kAprHuYiKL-oD_381zcZ7se0NB3HEEf5JXZRNu0JVwx9XO9KHkXUc9rOVg1Pq89Zeoc9UuHuaIWxymazXDaMY9KXGrI&skuId=5318338699532&spm=a21n57.1.item.9,1249,0,0,0,0
1,0,木靠背椅子中式家用扶手餐椅老人用麻椅生公椅木椅,淘寶,實木,45×45×90,45.0,9125.0,2025.0,3.0,45.0,6075.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%228c36a4963c3cc43d5466c2ed959f599e%22%7D&id=599796346080&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=KaBTCU5KyyEFWN6il18deMwsrkplYe4D66XUdIYtnLf0iildCg8wuCAy4PD4fC1Uk8nQw5dCee3yNNosBRevRepNumfcXqYOvdMQvSa4l-w&skuId=5049043879005&spm=a21n57.1.item.10,1250,0,0,0,0
1,0,北白蜡木木餐椅黑胡桃木半椅代家用凳子靠背扶手椅子,淘寶,"白蜡木, 黑胡桃木",45×50×80,40.0,3600.0,2250.0,3.0,45.0,4050.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22a150d3899ff23267a825067d2b9894cf%22%7D&id=853430900623&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=HvJwU0Snp5jljTAd32cuJ2T9buBezdQuh0xgZR93ozmmZEOAprNlTxTu4MSzHFjpK3tqZI42EOPHqCGVjSc2aQrpx4mTXtfyMDa37uwjeWI&skuId=5651356580144&spm=a21n57.1.item.12,1251,0,0,0,0
1,0,北木餐椅白蜡木肯尼迪椅餐咖啡洽靠背椅,淘寶,白蜡木,45×50×82,40.0,3600.0,2250.0,3.0,45.0,6075.0,5.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22341ec1730f0bb0afc622e184db4dab1e%22%7D&id=735929249542&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=zmEi4wMcrsyWPbG1yLQysNodAOpwcZl5mv_PZX6YA5kOZScI13moWqBG13GAwgQO4jv8PYBIUhbWK-gJlRWcfbDZcYbWT-5Tw1oGoeuevIk&skuId=5083616392155&spm=a21n57.1.item.13,1252,0,0,0,0
1,0,北木椅日式代名宿休咖啡房靠背椅子,淘寶,實木,50×40×80,40.0,8000.0,2000.0,3.0,40.0,9600.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22284dacab6a336c163f9e01a5e081d52c%22%7D&id=684730814052&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=vttX0F9HGtFX12fAIA5hO3W7aTNoIi5CNTJYH9njbf1xP0uIeqs4T2RSWl5xLdkX7bbcChExnUc-S9Y2DxgBkonGkyACGlT4roDQ-cLFcME&skuId=4894739145393&spm=a21n57.1.item.18,1253,0,0,0,0
1,0,家用木餐椅北靠背椅子代奢休椅餐原木餐桌舒适椅,淘寶,木,48×50×82,40.0,4800.0,2400.0,4.0,42.0,5292.0,5.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%229a604618bb545f3b61ed4491aeca3417%22%7D&id=646948597118&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=nrIS6AKUlZ8Qiq43j2voMqnt58aF7a-LAIJ5LorX7KnE-AuBlTdmQ_x0xMM7Br6JiPXiXxvHRVWv-qCDvL7f2nvSMoqXZLSWL6oJaEuaKjo&skuId=4836954114967&spm=a21n57.1.item.22,1254,0,0,0,0
0,0,北木餐椅家用桌椅餐餐桌椅茶椅白蜡木椅公室靠背椅,淘寶,白蜡木,估：45×50×85,40.0,9000.0,2250.0,5.0,45.0,5000.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22482e2519ebebed065096309b37f56bf7%22%7D&id=841301861168&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=YZxwTDXbkudj8TOjf-Ttd1f8pfVkY3UJuoFclWL1wue5bdUpOHvDs9CEd61AkRFDG_vbrItGZ_P8Ttp-D1HjewzRsVDuvIfqrIef6VD4e90&skuId=5777224366523&spm=a21n57.1.item.23,1255,0,0,0,0
1,0,藤椅子昌迪加椅藤椅沙天然真藤咖啡民宿家用中古木餐椅,淘寶,實木,45×50×85,40.0,3600.0,2250.0,3.0,45.0,4050.0,5.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22bd57337ef97ad6523996c60bb35ded2c%22%7D&id=698649910719&ns=1&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&xxc=ad_ztc&mi_id=ok9CTvl8HtGHdaNOsXQvR3aqlNVSbaxwdsi4AzcOzsFhQjWI1AD7J2w9hhtTYsXupAzAoqK04o8PJksEsu3Zkwol5B2Q2-nWK3UMfhkbOH0&skuId=4940322220765&spm=a21n57.1.item.25,1256,0,0,0,0
1,0,老人椅子木扶手餐椅家用房久坐舒服高背麻椅用适老靠背,淘寶,實木,50×45×100,60.0,4500.0,2250.0,5.0,40.0,8000.0,10.0,https://detail.tmall.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22600bc1b6e674e4e9d7d4f718faa62b94%22%7D&id=716876591029&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=JUPJMsoUvxjRIrhE4NwkLyt9e0IlKHkL-YMLhBBqI0yK5UsMwxOEIGnREzRNsWaDaJ-J3RFeMDiT36JdXReAJE2gUTz0e3WRF8Cea_oWrY0&skuId=5828307942213&spm=a21n57.1.item.27,1257,0,1,0,0
1,0,整全木餐椅榫卯构新中式胡桃木家用靠背椅酒店餐店椅子,淘寶,胡桃木,45×50×95,50.0,4500.0,2250.0,3.0,45.0,9112.0,7.5,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22c0fe0698c6e0ff0a69c02ba14839de56%22%7D&id=901752498604&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=PnYbwFxf5_SIEyXHaP6EKLzvBJ0IIkf0op4F-Qd32gtmZnwArtKvZsApyRIOfB7JCMvdK-j3URw_KtZdZKq_hVHPiBzVvABW-j98JDJthX0&skuId=5760247589333&spm=a21n57.1.item.28,1258,0,1,0,0
1,0,木代老人可躺午休人沙椅台休椅子客室小型躺椅,淘寶,實木,65×75×100,70.0,4500.0,3250.0,10.0,30.0,4860.0,16.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%223dc1c3094bd5e8ca94fcde35d0f76bd6%22%7D&id=674291817073&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=Y7XMu8oJWFIuZmhdXSgjuq1ebb4aZtzDyXjmTWW7nqDW78TUG_lvfeowGFUl_pDjcThm0jI-LCm48uDbC28cgBg-Wk4-FEhfDvUq9AbvavQ&skuId=4898082368994&spm=a21n57.1.item.32,1259,0,1,0,0
1,0,木牛角餐椅子靠背家用中式桌人黑胡桃公小茶凳,淘寶,黑胡桃木,45×50×85,40.0,4500.0,2250.0,3.0,45.0,4050.0,8.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%2257523d161a61004bab51254fe823756a%22%7D&id=768562640958&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=uEUFeWTfNUvegjFxJZSc5XBFREIR6traMTexGJCJo9vMTE2h7Q3sAtLo5C9nckyxmuYuxYAFbNjIWPBeMOB8iWSQBhW2sF59UgzXE7mkv7Q&skuId=5900876650571&spm=a21n57.1.item.34,1260,0,0,0,0
1,0,免安全木餐椅靠背椅子家用凳子中式木椅子店餐桌椅子,淘寶,實木,40×45×85,40.0,7200.0,1800.0,3.0,45.0,6750.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22956906ecec93bcd9ea5a745d5b0d06d4%22%7D&id=834433554270&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=wLmx6Mky6XOZE9x7AYqMamh0MgKEZOQaR640qLc_6dm9YhDBEert0VBE7WbnOIPAeZfJHBQEUDK75L9L_kwu_NxYHoB4H6MU7jrL5xn_8gQ&skuId=5755055303816&spm=a21n57.1.item.36,1261,0,0,0,0
1,0,新中式板栗色木靠背太椅主人椅客家用茶椅圈椅舒服久坐椅子,淘寶,實木,60×60×90,45.0,4500.0,3600.0,5.0,45.0,2700.0,8.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%224a98f2679cef004d8bf583a5bb650d5e%22%7D&id=903812095734&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=R0KbhXyK7tOKLxZsATg3HOXXErxOp-ccOdWSgMBms8uGjoz6FlGa5wpQUehPgDVWFc-GA7G76stYxZHNWHChN7SjnYsYw0TiwX_-pNL5Xfg&skuId=5764668269168&spm=a21n57.1.item.37,1262,0,1,0,0
0,1,新中式北方老榆木圈椅茶椅木茶几免漆蜡官帽桃心海棠打坐椅,淘寶,老榆木,42×42×45,45.0,4500.0,1385.0,4.0,45.0,5733.0,8.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22738e43aa5f89e5de841c00f3406b0f30%22%7D&id=613776730398&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=m-WpCdSlOQwN085lPQK9o966SFcsgeMjHuwrn5huL5fbUgR_laNfDwivx_-rqpX_TQi-7chjreSJzQTs6usLM8BYsseyID6c27pSZRSqqSM&skuId=4602643890378&spm=a21n57.1.item.38,1263,0,0,0,0
0,0,牛角椅北木餐椅家用靠背椅代桌椅咖啡洽休椅子,淘寶,實木,43×48×85,40.0,8000.0,2064.0,3.0,45.0,4500.0,5.0,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%223a2491f9d22c5365270a9f9e981bb77b%22%7D&id=616297767408&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=of3-1GZuuBCr4XXr91FHijmm2DDeAwhKPo1wbd_l5MAtNjP-WFPYB5OlLMJeRg9GWjemjywZwFWVoXaNU4shs96_cn3l_V9z1E8R0CfkwFg&skuId=4338863284864&spm=a21n57.1.item.41,1264,0,0,0,0
1,0,北木白蜡木代餐餐椅包靠背扶手椅桌椅子巴椅,淘寶,白蜡木,52×48×82,40.0,4500.0,2496.0,5.0,42.0,8000.0,5.5,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%22a19270d61c46e4973536642f2fe1c117%22%7D&id=837397552909&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=JL0rG7gaoDS9ZbdsfQc8eh1z3XUKJe4rgXPN2a_63G5ilCyEioeLJ42ZKruICdfZ1Rf4n2JljixMIFdGmHZkHCvAoTzpyHpGBwwD7PPJnPU&skuId=5762847718111&spm=a21n57.1.item.42,1265,0,0,0,0
1,0,木椅子家用餐椅靠背餐桌椅餐牛角椅奢高胡桃新中式桌,淘寶,胡桃木,45×50×95,50.0,4500.0,2250.0,3.0,45.0,5062.0,7.2,https://detail.tmall.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%2240454d7c3afbdd65bf13d0b39e6be507%22%7D&id=777486930452&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=hKVJs4Bp7A8ONgLpRxuDlmUXYeGCSZWnsxRWZ-dRvtD04rNRjMx5WdLYQVoK36beJwwfLh5iPVMsWIaNjRjwrhrZnQcP8l-H5PXhwQDfWi4&skuId=5883114391457&spm=a21n57.1.item.45,1266,0,0,0,0
1,0,包木椅子靠背餐食堂酒店椅家用小型凳子榫卯耐用椅,淘寶,實木,42×49×90,45.0,3780.0,2058.0,5.0,42.0,5712.0,7.5,https://item.taobao.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%2232bc31a18b43ac150942c9569c72a8de%22%7D&id=853398434000&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=HAPy11Sbhup-GElnI_NR-oTGv9n_b7QvnYCH5bbQ0RXTZXzc225K-RvUA6bhCmrX7rzUn3YhUVU8ltA4rCl4faxg3rSpgxiq2p3ay5spz_Q&skuId=5828722499242&spm=a21n57.1.item.47,1267,0,0,0,0
1,0,全木餐椅新中式餐餐桌椅子家用中古桌椅复古胡桃木凳子靠背,淘寶,胡桃木,45×50×95,50.0,4500.0,2250.0,3.5,45.0,5062.0,8.5,https://detail.tmall.com/item.htm?priceTId=2100c81f17471405194862526e0bd1&utparam=%7B%22aplus_abtest%22%3A%221d53c93e77a72b884727046c7673f2f0%22%7D&id=921777372335&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=tmKSJhyiplyZ3Xl5nYzTR_EOjwTVhBRjmsoHWOw0dSgfpfBkP0mdgGkjuODBk1micWCRWm7aas6c8k5HiIElv1YingtEeA9elj4dNKWj-pM&skuId=5961689818749&spm=a21n57.1.item.48,1268,0,1,1,0
1,0,木梯椅家用梯子椅子折用梯凳室登高踏板梯多功能,淘寶,實木,42×49×90,60.0,5670.0,2058.0,2.0,45.0,6300.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%22fa2fd395fc934bd8f244a682b1398d0b%22%7D&id=669603000748&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=KaD5SAcr2Kf41Lm5pGGwBgJC-rboACpcIbuDQ97cYE66tcUdeLxOlCOEb_DATs5QsSOHFxpAQKLuwPloOxXi5W0jOOsrdw0CJQjj2QRrqxs&skuId=5258471443274&spm=a21n57.1.item.3,1269,0,0,0,0
1,0,木餐椅家用中古昌迪加椅侘寂扶手靠背椅子休包藤椅,淘寶,木,45×50×85,40.0,9000.0,2250.0,5.0,45.0,4050.0,7.5,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%2254886033c3bb73f723a7f5dc3c4120ae%22%7D&id=903220154485&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=OqJ-JL6mGyl_FC3lhVrWjn9g52OSmcpY7nFngK3UKJpqvIfFqwj5hK2Qq0KiUUBPUYuQN5q5Zq3gphYAJqT0DRgz9crAZUQlBkKiOuC0w98&skuId=5763016505499&spm=a21n57.1.item.5,1270,0,0,0,0
1,0,舒适木餐椅家用靠背椅北新中式椅子奢扶手椅代泡茶椅,淘寶,實木,45×50×85,40.0,3600.0,2250.0,3.0,45.0,4050.0,5.5,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%22c515a650e5b3a13733959aeace42f8f8%22%7D&id=600253168588&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=aibWZSbSF-EeA3yz1vY6XPrPuYpi4PXGJlo4l8tM_hmrhfCM-Br07SmlFeRtUnxzKS8JJbhinYlUfFsfFK2cFjHn9JXFoHFgc5h_AK3VEK4&skuId=4983482966649&spm=a21n57.1.item.7,1271,0,0,0,0
0,0,全木椅子靠背椅凳子餐原木餐椅家用代店吃木椅,淘寶,實木,45×50×85,40.0,3600.0,2250.0,2.0,45.0,5063.0,5.0,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%2234a1fa2bb535e9bcc2baf5e8416188ae%22%7D&id=726740722353&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=sUueOFoiXcjWFLuzA4Ywyn1JA904WXkz6IEbt8-8g6ROBVHpdglsNYfYjrwLUo6liTnAvvPqATgR_pGzhsP8yrbilTuW2CoeLmWonOXuJCM&skuId=5040060036665&spm=a21n57.1.item.9,1272,0,0,0,0
0,0,木餐椅家用中古餐桌椅子商用复古餐凳子靠背胡桃木茶桌莎,淘寶,胡桃木,估計 45×50×90,45.0,4050.0,2250.0,2.0,45.0,6075.0,7.5,https://detail.tmall.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%22571fc4476a9739ed9cebc357955eace1%22%7D&id=839220387748&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=cZdCtjENkPFE4Y5WHjjB7wJTb3YsWUD3SIfo0EtjlcoN3Khxs4vVmYsQ0Z_Pwfai5ioutyxggX_cSwE-kDgE-X_dLkzpxtz92kmlI8VsytM&skuId=5604559137815&spm=a21n57.1.item.14,1273,0,0,0,0
1,0,椅家用舒适木室化房公字生桌椅子靠背椅,淘寶,實木,45×50×95,50.0,4500.0,2250.0,5.0,45.0,5062.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%227212fb6d93f5001f1482a3f133c3cca5%22%7D&id=606832391009&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=wngGKsn7fxQHqGbT8nie9C18dmib9obo2Xn-WbFHlh6lFWVB6ORHpcm1fUvM4sw1aiagZwsiYT-EtiYhTcPSeh7Qs8FCB9ADqUgG9Gq7FNU&skuId=5333904991969&spm=a21n57.1.item.17,1274,0,0,0,0
0,1,儿童餐椅木大家用高凳木吃椅子加升降大童成座,淘寶,實木,35×35×80,35.0,3675.0,1225.0,3.0,45.0,7875.0,5.0,https://detail.tmall.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%2243a9912a6ede9c964131c3450bba106a%22%7D&id=655879652850&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=n-YgT95VydxIZzSVCMSNGIbxPoWRyauMeFTTT4kDQfcakAVacooLhAbNUgvkB5GZty3Ab4t5Y3VlDgJ0THRp15pHFsdDHl60qlYcCGyYgGE&skuId=4733897988995&spm=a21n57.1.item.18,1275,0,0,0,0
1,0,木餐椅家用桌椅公久坐室凳宿舍字靠背椅子,淘寶,實木,45×45×85,40.0,7200.0,2025.0,3.0,45.0,4050.0,5.0,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%22c5f5e38ec8d0f390f44f875ef1befb8c%22%7D&id=675381275335&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=X8rJs-BJT50auWWif-zG6F5GLQU5ZfLC3-RxCqFVURvZCq92lMgce293Lnl-9ergfi-yN9Kly7ZjJqg7uFjFwlTDzZye_mOXJ27Nigx8CcY&skuId=4856576557889&spm=a21n57.1.item.20,1276,0,0,0,0
1,0,北藤椅子木餐椅侘寂餐桌椅家用代靠背椅昌迪加椅,淘寶,實木,45×50×80,40.0,3600.0,2250.0,3.0,40.0,4800.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%220e09db817cb512f3debb3b16885d69e1%22%7D&id=727377880609&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=upBgclQFgIpDR_RETBU_MpR1eY6mdFTJIco96irf6iRaPXqeY1UbiQVS6B9NMFQRvjkziSWvArpkf5TiFNicX_HAhV7g_Dy1o52AOJbxvw4&skuId=5665108028521&spm=a21n57.1.item.22,1277,0,0,0,0
1,0,北餐椅家用木椅化椅椅靠背椅咖啡椅子木椅子奢莎椅,淘寶,實木,45×50×95,50.0,4500.0,2250.0,3.0,45.0,5400.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%229489daeddb45970be9e1f9e965d363ea%22%7D&id=639087258536&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=d1-oyooZPZ65zSJfFEl-WTTDjxoJIndwP5kuLv_SLmlPoP6L0IIfTauyrk3jScFhaGxVHwtDOrHltTNpSp0vXbkcIyPURHMBMgxs_Si9bYk&skuId=4611794213986&spm=a21n57.1.item.23,1278,0,0,0,0
1,0,家用木靠背椅村松木椅子老式家茶餐椅休鞋儿童凳,淘寶,松木,40×40×80,40.0,6400.0,1600.0,2.0,45.0,7200.0,5.0,https://detail.tmall.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%220547a04b5fe526329481e1d0c83f5618%22%7D&id=920210414932&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=zwYeK5sv6x-u6c2EAR2PpYqnQkNBOgHatNhmLeZtCPhm1S9cDq25GsSyskZgIN227tiji3MSUPGDMrpFb6H42TA2TlyyCJGPUt-tdMYW_cc&skuId=5794913901831&spm=a21n57.1.item.24,1279,0,0,0,0
1,0,法式复古全木餐桌椅靠背餐椅中古休家用酒店藤椅子网凳子,淘寶,實木,45×50×95,50.0,3375.0,2250.0,3.0,45.0,6075.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%225937e0598ee9b2e161fdfcdeaf0fe5d1%22%7D&id=911547343732&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=oTZcEBr1GCRo3RilLibqX1ZDpBxHLoW9Ny6bqYTo3dTPwQJG7F3QghvYfAfWw3_XxATOM4ymokjq1nVgg8VG9b-QE0lIEnxRqsbqjL5gxcY&skuId=5775039036897&spm=a21n57.1.item.26,1280,0,0,0,0
1,0,新款北日式木餐椅家用代凳子桌用靠背坐椅子公椅,淘寶,實木,45×50×85,40.0,3600.0,2250.0,3.0,45.0,6075.0,7.0,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%22ea64b713c3cc05e68670c4b557692b2d%22%7D&id=693662473484&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=iF-A87xBbLdSYh3O6avUo0KgZFl5CcjJahSTlQuR0LqfUTr27XjVXYaNxUjTHAn0hf_u8J6Sp6hq7T06sIioygUi9sK2x2Al90bM3o4qptA&skuId=5095588170779&spm=a21n57.1.item.27,1281,0,0,0,0
1,0,木小椅子靠背椅儿童椅老人洗矮凳茶几客木凳子家用鞋板凳,淘寶,實木,30×30×45,45.0,1350.0,2581.0,2.0,45.0,2025.0,4.0,https://item.taobao.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%226a8cd926ffe5aa02f0a0f806281f5db8%22%7D&id=635408539084&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=exEw8vjlE86Ys6N65yEhkH8h4zM89n5VQYxhB-OlLYsEmwOzsNLf2CFXyz_oRwoDJU14gyjbM3-lYYXeNSnek9jkiXoS0Tta7VZnTvOh_KE&skuId=4905705871025&spm=a21n57.1.item.28,1282,0,0,0,0
1,0,木餐桌椅子家用餐椅胡桃餐吃凳子靠背休椅复古洽椅,淘寶,胡桃木,45×50×85,40.0,3600.0,2250.0,3.0,45.0,5062.0,7.0,https://detail.tmall.com/item.htm?priceTId=2100c81e17471409329593047e0bfa&utparam=%7B%22aplus_abtest%22%3A%22f77f2ea7d130d21ae694327bdd36ff32%22%7D&id=833354526774&ns=1&abbucket=15&xxc=taobaoSearch&detail_redpacket_pop=true&query=%E5%AE%9E%E6%9C%A8%E6%A4%85&mi_id=OnhxPIgegtCBFSgi_qbAqTIsX43zMggQDiYQnjjLKnVzRPoQ-g9ij0WjiaXe40BaVYkHgPtCuehtZVy_ArbHA4hu_yLw2cbMC1KHpc1_Sro&skuId=5790275670226&spm=a21n57.1.item.33,1283,0,0,0,0
